285,"3,578,030"
286,"3,630,030"
287,"3,682,530"
288,"3,735,530"
289,"3,789,030"
290,"3,843,030"
291,"3,897,530"
292,"3,952,530"
293,"4,008,030"
294,"4,064,030"
295,"4,120,530"
296,"4,177,530"
297,"4,235,030"
298,"4,293,030"
299,"4,351,530"
300,"4,410,530"
301,"4,470,530"
302,"4,531,530"
303,"4,593,530"
304,"4,656,530"
305,"4,720,530"
306,"4,785,530"
307,"4,851,530"
308,"4,918,530"
309,"4,986,530"
310,"5,055,530"
311,"5,125,530"
312,"5,196,530"
313,"5,268,530"
314,"5,341,530"
315,"5,415,530"
316,"5,490,530"
317,"5,566,530"
318,"5,643,530"
319,"5,721,530"
320,"5,800,530"
321,"5,880,530"
322,"5,961,530"
323,"6,043,530"
324,"6,126,530"
325,"6,210,530"
326,"6,295,530"
327,"6,381,530"
328,"6,468,530"
329,"6,556,530"
330,"6,645,530"
331,"6,735,530"
332,"6,826,530"
333,"6,918,530"
334,"7,011,530"
335,"7,105,530"
336,"7,200,530"
337,"7,296,530"
338,"7,393,530"
339,"7,491,530"
340,"7,590,530"
341,"7,690,530"
342,"7,791,530"
343,"7,893,530"
344,"7,996,530"
345,"8,100,530"
346,"8,205,530"
347,"8,311,530"
348,"8,418,530"
349,"8,526,530"
350,"8,635,530"
351,"8,745,530"
352,"8,856,530"
353,"8,968,530"
354,"9,081,530"
355,"9,195,530"
356,"9,310,530"
357,"9,426,530"
358,"9,543,530"
359,"9,661,530"
360,"9,780,530"
361,"9,900,530"
362,"10,021,530"
363,"10,143,530"
364,"10,266,530"
365,"10,390,530"
366,"10,515,530"
367,"10,641,530"
368,"10,768,530"
369,"10,896,530"
370,"11,025,530"
371,"11,155,530"
372,"11,286,530"
373,"11,418,530"
374,"11,551,530"
375,"11,685,530"
376,"11,820,530"
377,"11,956,530"
378,"12,093,530"
379,"12,231,530"
380,"12,370,530"
381,"12,510,530"
382,"12,651,530"
383,"12,793,530"
384,"12,936,530"
385,"13,080,530"
386,"13,225,530"
387,"13,371,530"
388,"13,518,530"
389,"13,666,530"
390,"13,815,530"
391,"13,965,530"
392,"14,116,530"
393,"14,268,530"
394,"14,421,530"
395,"14,575,530"
396,"14,730,530"
397,"14,886,530"
398,"15,043,530"
399,"15,201,530"
400,"15,360,530"
401,"15,520,530"
402,"15,681,530"
403,"15,843,530"
404,"16,006,530"
405,"16,170,530"
406,"16,335,530"
407,"16,501,530"
408,"16,668,530"
409,"16,836,530"
410,"17,005,530"
411,"17,175,530"
412,"17,346,530"
413,"17,518,530"
414,"17,691,530"
415,"17,865,530"
416,"18,040,530"
417,"18,216,530"
418,"18,393,530"
419,"18,571,530"
420,"18,750,530"
421,"18,930,530"
422,"19,111,530"
423,"19,293,530"
424,"19,476,530"
425,"19,660,530"
426,"19,845,530"
427,"20,031,530"
428,"20,218,530"
429,"20,406,530"
430,"20,595,530"
431,"20,785,530"
432,"20,976,530"
433,"21,168,530"
434,"21,361,530"
435,"21,555,530"
436,"21,750,530"
437,"21,946,530"
438,"22,143,530"
439,"22,341,530"
440,"22,540,530"
441,"22,740,530"
442,"22,941,530"
443,"23,143,530"
444,"23,346,530"
445,"23,550,530"
446,"23,755,530"
447,"23,961,530"
448,"24,168,530"
449,"24,376,530"
450,"24,585,530"
451,"24,795,530"
452,"25,006,530"
453,"25,218,530"
454,"25,431,530"
455,"25,645,530"
456,"25,860,530"
457,"26,076,530"
458,"26,293,530"
459,"26,511,530"
460,"26,730,530"
461,"26,950,530"
462,"27,171,530"
463,"27,393,530"
464,"27,616,530"
465,"27,840,530"
466,"28,065,530"
467,"28,291,530"
468,"28,518,530"
469,"28,746,530"
470,"28,975,530"
471,"29,205,530"
472,"29,436,530"
473,"29,668,530"
474,"29,901,530"
475,"30,135,530"
476,"30,370,530"
477,"30,606,530"
478,"30,843,530"
479,"31,081,530"
480,"31,320,530"
481,"31,560,530"
482,"31,801,530"
483,"32,043,530"
484,"32,286,530"
485,"32,530,530"
486,"32,775,530"
487,"33,021,530"
488,"33,268,530"
489,"33,516,530"
490,"33,765,530"
491,"34,015,530"
492,"34,266,530"
493,"34,518,530"
494,"34,771,530"
495,"35,025,530"
496,"35,280,530"
497,"35,536,530"
498,"35,793,530"
499,"36,051,530"
500,"36,310,530"
